Time,FC,PAS,PAM,PAD
-1,71,174,128,93
0,78.1,191.4,140.8,93
150,79.9888,188.622,142.862,93
300,79.3433,193.953,141.55,93
450,80.2607,192.551,139.604,92.3077
600,77.8013,188.727,144.26,93.5312
750,74.6024,157.986,105.112,71.6991
900,70.697,153.045,141.311,74.9259
1050,68.2019,195.538,142.101,92.8671
1200,59.7429,133.508,58.7638,67.1653
1350,56.7094,128.716,55.5062,65.0881
1500,60.8794,129.456,95.6559,61.1618
1650,60.4404,123.368,96.679,66.8541
1800,59.1734,83.8289,68.3726,47.1451
1950,58.8451,93.8584,73.8233,44.0103
2100,55.6574,83.2306,78.1012,40.7001
2250,58.9014,82.9678,78.9608,46.8323
2400,59.2532,80.4283,74.8848,41.8891
2550,57.0017,85.9849,78.6036,42.775
2700,66.1786,104.616,90.8661,49.4944
2850,70.579,107.913,90.6436,47.1618
3000,73.5985,118.234,100.792,43.9533
3150,73.3131,123.522,102.071,41.1719
3300,78.242,131.402,101.564,50.0602
3450,79.3995,130.134,94.0231,41.6894
3600,75.495,120.877,103.862,40.0252
3750,75.6459,125.681,95.4597,44.2525
3900,75.0729,128.83,98.6712,43.7869
4050,78.3854,127.888,98.2097,46.0349
4200,75.1895,130.256,95.371,44.0199
4350,76.1101,124.37,90.9507,38.0693
4500,79.6339,128.427,96.5966,45.4619
4650,82.2671,132.399,93.8159,47.0573
4800,84.6785,133.529,94.008,44.5516
4950,84.8087,133.166,92.2452,44.5411
5100,83.1321,128.082,94.8753,46.3152
5250,84.9408,131.461,90.486,48.9218
5400,82.7394,128.877,94.8557,42.9432
5550,81.6406,129.713,93.4967,43.5619
5700,81.6081,130.88,95.533,42.1417
5850,82.8154,129.775,91.6297,42.2738
6000,85.6723,134.074,98.4951,44.7073
6150,89.8007,129.777,95.3484,42.4243
6300,90.2446,129.816,100.985,42.8788
6450,71.8955,108.45,77.586,42.1892
6600,74.0407,103.006,75.9409,42.1886
6750,73.4794,101.574,73.9808,42.6427
6900,74.3424,99.0173,74.3221,39.5403
7050,73.5197,146.515,106.987,67.7904
7200,72.6711,150.484,107.673,70.5981
7350,72.7048,149.226,109.6,67.9797
7500,73.5584,145.484,107.193,67.6128
7650,74.3361,149.008,110.514,67.6084
7800,73.3063,149.025,110.508,70.0551
7950,72.4832,146.74,108.691,70.105
8100,73.2087,145.025,110.329,66.9809
8250,72.574,150.832,107.103,69.5625
