Time,FC,PAS,PAM,PAD
-1,95,125,84,70
0,104.5,137.5,92.4,70
150,105.838,135.439,91.2134,70
300,104.712,139.997,94.2492,70
450,105.979,138.962,89.0338,68.8593
600,106.282,131.866,89.2625,69.9836
750,106.048,133.295,90.2027,70.4865
900,98.8935,139.121,91.3964,69.371
1050,93.7779,114.993,74.2632,54.6721
1200,95.5586,109.242,91.3807,67.5864
1350,95.7092,133.185,87.9038,71.9501
1500,96.7683,142.246,98.9532,69.7802
1650,93.9256,133.929,94.8442,71.0604
1800,96.2009,136.614,92.6247,69.1509
1950,81.6754,95.5209,37.993,47.3127
2100,84.3575,100.295,33.8341,47.1188
2250,87.5711,94.0609,61.4786,47.9311
2400,87.1144,88.8206,59.5371,47.6019
2550,80.6909,74.2579,41.7376,35.8073
2700,82.5733,70.2156,47.2004,35.6586
2850,77.3444,70.5127,40.7835,31.5862
3000,78.4353,78.1127,45.2029,36.5979
3150,93.7808,94.1445,58.2864,33.07
3300,81.4573,81.3149,53.9932,35.2583
3450,82.514,82.0405,46.7087,31.3937
3600,83.5937,84.9707,57.321,33.3603
3750,86.9033,71.5678,49.8305,37.6936
3900,87.5809,87.5983,52.1802,35.2796
4050,93.1418,82.3946,51.6457,35.2784
4200,92.904,81.03,51.5591,37.0984
4350,91.7403,76.8445,56.5853,36.55
4500,93.6753,83.8735,55.9834,38.3541
4650,93.4451,82.8326,55.3339,34.7569
4800,111.561,87.0028,63.6037,35.6241
4950,112.407,89.8236,65.2317,34.5669
5100,111.68,87.602,64.4529,34.9348
5250,120.849,91.9534,67.5458,33.9594
5400,123.718,91.8722,66.7203,36.9498
5550,123.825,93.7686,67.4673,34.9311
5700,121.172,92.6285,70.4329,38.8224
5850,118.665,87.8566,73.4115,40.6805
6000,116.651,82.9588,70.1745,36.2753
6150,118.016,93.3946,71.5029,35.1689
6300,119.051,93.1742,68.0658,38.111
6450,118.374,88.5492,69.8548,35.9383
6600,117.713,82.7571,70.651,35.3751
6750,119.087,90.2463,71.1975,36.0037
6900,120.21,89.6072,71.6673,36.0496
7050,119.188,91.5676,69.7036,34.6525
7200,117.81,90.9613,71.4925,35.7792
7350,117.624,88.7564,65.6443,39.1913
7500,118.151,92.6407,74.7076,36.1634
7650,120.44,89.221,67.8267,38.2758
7800,117.726,92.4996,71.5965,35.9265
7950,118.12,91.4202,71.5047,34.9672
8100,118.85,94.8481,70.0176,38.1799
8250,119.522,87.448,72.8017,38.1928
8400,117.95,95.016,69.5216,36.3376
8550,122.795,97.8797,68.9372,37.768
8700,124.442,95.9005,63.2333,35.2962
8850,129.396,91.0933,69.8645,34.2959
9000,130.644,98.4278,66.4811,37.1033
9150,129.415,92.0833,64.6413,35.6838
9300,128.064,92.632,65.5994,35.9582
9450,131.037,98.9695,66.9767,35.6186
9600,131.347,88.9287,66.6749,38.1223
9750,130.392,92.6641,64.524,33.8496
9900,130.385,94.6495,67.8096,36.7521
10050,129.556,96.2311,64.7276,35.5709
10200,129.852,88.535,65.6152,36.9444
10350,128.365,94.3141,65.8497,34.3534
10500,129.98,89.0096,64.1688,38.2337
10650,105.747,70.2982,56.8017,33.6921
10800,102.885,68.3449,51.3986,37.0388
10950,103.281,63.0417,52.5959,34.2009
11100,104.283,65.9972,50.9489,34.506
11250,101.508,101.634,72.636,55.4415
11400,101.813,97.9359,75.7489,57.4209
11550,101.156,96.274,73.6543,56.5852
11700,99.8647,100.59,72.5857,56.5491
11850,100.751,96.7751,75.5408,56.1271
12000,101.007,98.9342,71.6244,56.8816
12150,99.2009,102.424,74.2281,57.4977
12300,100.502,102.193,75.5461,55.3234
12450,101.415,97.6438,72.7075,56.5417
12600,100.371,101.204,74.8177,55.1276
