Time,FC,PAS,PAM,PAD
-1,63,140,101,77
0,69.3,154,111.1,77
150,68.9549,157.452,111.202,77
300,70.1679,154.791,113.739,77
450,68.4093,148.582,109.728,77.2644
600,68.0593,150.212,110.776,78.0057
750,69.9332,154.62,114.586,76.9082
900,68.7381,123.732,87.374,60.781
1050,62.6868,157.451,89.366,60.5819
1200,61.0592,156.941,113.74,75.2612
1350,61.9689,162.773,114.103,74.5804
1500,62.1196,155.216,114.199,77.5873
1650,53.1339,103.779,41.1224,54.2665
1800,49.5528,102.6,48.0488,54.0854
1950,54.0121,101.447,77.0493,55.4834
2100,54.549,98.402,75.1362,55.8024
2250,48.1583,70.3138,50.0952,37.5495
2400,53.6578,73.4914,59.4376,33.7428
2550,49.5518,77.8734,57.7658,38.1612
2700,50.1306,77.6796,49.9169,35.2326
2850,51.6287,65.5671,51.1724,37.2058
3000,51.9693,65.8884,52.6844,39.0723
3150,49.716,72.9917,49.582,39.3567
3300,50.8993,69.1019,55.344,31.6678
3450,50.2015,74.865,53.8941,32.908
3600,49.8997,67.6511,57.2041,33.245
3750,63.6094,86.9735,72.9263,36.3797
3900,65.2901,86.3496,72.6385,39.7229
4050,73.7729,95.3184,77.1982,38.9375
4200,73.1761,95.4607,83.234,35.9062
4350,75.3374,94.7949,82.4764,37.3376
4500,76.2213,95.7996,78.6642,34.1152
4650,74.5178,100.404,87.1695,33.9628
4800,69.1922,95.6322,85.3084,42.0616
4950,68.4995,96.6017,81.6627,37.1119
5100,67.5449,99.2781,80.3733,36.0011
5250,70.0653,93.1977,82.9538,36.6713
5400,74.0997,92.3277,82.4094,38.6075
5550,74.207,92.4897,77.4398,38.7404
5700,76.178,90.8167,81.6263,38.7289
5850,76.8432,93.3722,79.7982,36.0164
6000,75.6525,94.5748,79.5626,39.3696
6150,75.5433,101.271,79.9031,38.619
6300,74.7051,99.9419,77.0739,33.5824
6450,73.4993,102.696,79.3747,34.4813
6600,75.0817,96.4111,76.4072,34.4766
6750,76.4361,98.0961,77.8125,35.4199
6900,73.9962,104.027,79.191,38.802
7050,74.8827,98.7679,74.6903,37.7504
7200,74.7009,100.289,75.2123,37.0376
7350,77.6202,100.72,82.2,35.04
7500,77.3234,97.3298,79.8593,35.276
7650,80.8026,99.059,76.3402,37.4973
7800,82.4363,97.2634,80.3425,37.25
7950,84.8963,96.3472,75.6333,38.1066
8100,85.0828,97.4671,78.6773,36.6214
8250,65.5242,77.61,61.7539,36.5133
8400,68.0762,68.186,60.0559,37.473
8550,67.3347,70.5505,57.024,36.645
8700,66.7878,73.6668,60.64,36.526
8850,64.5672,111.655,84.8808,62.7997
9000,65.4608,106.732,88.4765,61.5257
9150,65.4809,106.848,87.3689,60.8084
9300,64.3502,107.907,87.144,61.1665
9450,64.5881,109.428,86.6441,60.9734
9600,64.4745,110.739,84.9689,61.7553
9750,66.7107,107.77,87.7412,61.2611
9900,64.3518,109.322,86.8394,61.0061
10050,65.0039,109.717,85.8826,62.6485
10200,65.5869,107.107,86.4243,59.896
