Time,FC,PAS,PAM,PAD
-1,84,247,184,148
0,92.4,271.7,202.4,148
150,92.3099,274.898,199.716,148
300,94.6905,266.662,204.748,148
450,92.7836,271.127,198.738,147.436
600,90.3524,268.527,206.784,147.899
750,90.2396,215.678,161.793,119.666
900,82.5902,274.577,199.098,118.721
1050,85.9682,265.675,203.159,150.138
1200,74.3276,188.022,144.034,101.624
1350,70.4577,194.539,91.3342,106.431
1500,75.9245,195.911,131.773,100.651
1650,73.1954,196.218,132.982,103.327
1800,75.2535,190.488,129.799,101.379
1950,72.0622,154.613,111.543,72.3375
2100,68.3293,151.841,106.549,73.486
2250,82.0677,178.132,128.233,71.8854
2400,72.0715,137.849,98.1275,70.9316
2550,69.1368,138.993,103.149,74.2028
2700,68.4121,138.326,107.203,72.5306
2850,79.967,167.983,125.166,74.1043
3000,80.7862,167.385,130.679,77.4072
3150,83.4772,185.616,139.848,73.9144
3300,87.1606,180.98,135.607,76.4099
3450,90.5766,189.026,141.489,76.2989
3600,88.9335,184.509,139.154,74.1498
3750,88.1833,185.668,142.543,74.692
3900,90.2927,190.809,140.366,68.5391
4050,90.8154,189.22,138.499,77.6166
4200,88.4956,190.055,141.599,75.6598
4350,91.6183,191.966,140.493,70.8286
4500,86.7128,187.897,139.591,70.5776
4650,89.6269,188.055,141.754,71.2084
4800,87.9015,192.425,139.91,74.0157
4950,93.3567,190.535,139.134,70.9475
5100,98.3261,190.355,145.465,79.2139
5250,95.2152,191.963,144.829,74.795
5400,95.1794,189.607,141.449,71.7848
5550,99.0066,192.104,139.063,75.7022
5700,98.8577,189.603,140.831,76.1816
5850,100.49,189.246,140.412,75.871
6000,98.3695,192.472,141.881,72.7237
6150,99.1161,188.386,139.01,76.661
6300,99.6749,191.347,140.616,76.0312
6450,98.2771,190.073,142.191,74.541
6600,100.386,188.339,140.971,74.0298
6750,88.4598,152.777,115.442,75.1901
6900,93.6438,151.951,113.875,77.4859
7050,91.2634,151.913,115.503,75.9482
7200,81.2226,129.377,95.6353,76.9147
7350,90.0297,210.095,159.144,121.962
7500,89.1472,210.782,159.349,120.377
7650,89.4964,210.67,158.633,120.53
7800,88.0722,208.181,156.761,121.277
7950,90.0378,208.63,159.647,121.003
8100,87.246,211.236,158.885,120.432
8250,88.8352,208.498,156.979,119.566
8400,87.9234,215.229,163.741,120.535
