Time,FC,PAS,PAM,PAD
-1,72,208,177,155
0,79.2,228.8,194.7,155
150,77.966,231.211,197.429,155
300,80.4148,226.222,195.815,155
450,79.4306,223.64,197.222,154.864
600,79.0009,227.262,190.828,152.937
750,75.0598,179.903,152.444,123.79
900,72.5291,178.204,154.676,155.585
1050,71.3589,221.784,196.79,152.425
1200,59.4903,163.225,81.5466,110.605
1350,57.571,170.493,83.2192,108.762
1500,62.2817,165.055,126.422,106.179
1650,62.4182,169.155,126.896,103.335
1800,57.6406,112.516,95.1995,75.6727
1950,72.8541,141.855,121.269,80.5182
2100,71.1836,135.809,119.612,79.451
2250,56.3164,120.46,103.691,76.8935
2400,58.2459,120.278,106.84,80.1103
2550,59.7216,123.449,107.513,81.3895
2700,69.8332,142.727,126.492,75.4718
2850,71.6266,147.475,121.035,78.1169
3000,74.2012,160.401,129.854,75.74
3150,74.6315,157.234,136.38,78.1184
3300,76.9319,161.831,134.167,79.1409
3450,74.4386,156.954,136.931,77.8553
3600,73.838,161.666,138.379,79.4837
3750,75.0211,164.012,131.653,87.0373
3900,78.2312,162.171,132,85.601
4050,74.169,159.85,134.179,81.9291
4200,76.1895,161.329,134.419,79.6954
4350,73.6914,161.864,133.621,79.8004
4500,75.9116,157.925,136.786,81.8424
4650,77.7581,161.142,136.829,77.5792
4800,83.0509,158.206,132.466,80.5812
4950,82.6901,160.336,135.118,81.6413
5100,80.3795,164.529,131.448,79.4132
5250,82.3703,158.954,138.248,81.6712
5400,83.3997,158.569,133.757,77.6239
5550,80.151,161.316,139.914,78.7415
5700,83.5683,162.319,134.051,75.767
5850,80.5959,160.972,132.137,80.4045
6000,83.4502,157.626,134.892,79.0398
6150,85.9456,161.206,136.472,84.5176
6300,72.7364,126.679,111.235,79.8361
6450,72.1755,118.936,102.525,82.4477
6600,74.4859,118.311,103.595,82.6714
6750,71.9136,123.429,102.641,84.8407
6900,70.9548,173.893,152.301,130.121
7050,73.6871,175.049,148.19,127.122
7200,72.4938,172.383,150.742,127.645
7350,71.7618,173.834,152.437,130.322
7500,72.0114,172.226,152.225,130.501
7650,71.751,172.778,150.736,127.361
7800,71.0339,172.93,149.771,128.034
7950,70.9119,176.376,147.961,128.268
8100,71.0757,182.498,152.235,127.268
