Time,FC,PAS,PAM,PAD
-1,81,109,102,67
0,89.1,119.9,112.2,67
150,87.4154,118.87,110.277,67
300,88.0687,122.743,110.498,67
450,87.4889,121.377,115.43,68.4961
600,87.6469,119.366,114.544,68.1535
750,91.6861,120.145,108.572,68.3496
900,85.4903,116.097,109.632,64.3898
1050,80.3352,96.3811,91.5222,54.236
1200,79.9066,98.3458,92.4119,54.5835
1350,79.2948,124.452,108.526,69.1891
1500,82.9778,123.097,110.661,66.1049
1650,77.8605,125.641,115.907,69.8806
1800,65.6572,83.4145,46.9964,45.3158
1950,70.9723,73.2434,73.5223,46.6089
2100,71.0832,77.2641,73.9348,47.584
2250,69.5899,85.0285,71.5194,48.0303
2400,61.4956,47.9067,58.1165,33.0737
2550,62.3166,60.308,57.0168,31.269
2700,62.3718,47.821,59.3239,27.7449
2850,62.1208,56.1585,52.29,29.306
3000,62.3567,56.7792,57.7787,32.7958
3150,63.8652,56.8972,59.3413,28.4958
3300,62.1098,57.5312,57.4941,32.5021
3450,61.4285,62.0255,56.9834,32.2519
3600,63.4318,58.8538,59.5283,32.0926
3750,80.4727,68.1517,69.5988,34.0672
3900,87.6453,66.1598,68.0634,27.4048
4050,95.0483,72.1297,74.9017,30.883
4200,96.5276,68.8539,73.5765,30.4906
4350,99.1804,67.1178,74.4059,29.566
4500,98.5454,70.1926,78.201,28.8094
4650,95.3328,72.9087,79.3277,33.8225
4800,87.0487,70.5877,74.8685,29.6812
4950,86.8924,74.1949,79.3919,31.0984
5100,88.4674,74.0939,74.207,26.4285
5250,93.0285,72.6112,79.5546,30.1414
5400,97.8896,71.5873,72.5164,28.6985
5550,96.6994,77.3229,76.6938,27.5625
5700,97.1987,73.1358,76.1858,28.4115
5850,98.0296,80.7611,75.3521,26.8937
6000,94.5856,75.5025,74.6423,29.3217
6150,96.6735,79.68,76.9204,27.6739
6300,97.974,74.8865,78.63,29.2941
6450,97.6407,78.6905,71.6926,24.7554
6600,98.848,72.7811,77.8023,26.806
6750,94.6585,80.8935,78.5591,29.6184
6900,96.1662,80.2139,76.9024,23.9836
7050,93.8112,80.2415,74.9476,29.8485
7200,97.3514,79.8494,79.893,28.9301
7350,95.0776,75.4571,74.4339,27.9755
7500,101.373,74.8873,76.9135,28.6404
7650,104.517,80.0363,73.7057,25.5668
7800,105.435,79.5395,74.8563,25.6019
7950,105.405,77.5618,77.0739,29.1793
8100,84.5919,61.1512,62.8975,25.5791
8250,85.0002,62.0823,61.2219,24.363
8400,83.5856,61.5815,55.8286,24.3164
8550,83.209,60.8669,57.3839,26.5663
8700,83.3914,91.5225,85.7477,47.9515
8850,83.6678,95.9474,84.3176,47.2799
9000,80.7448,94.2841,86.7048,46.7672
9150,83.6244,91.8221,84.9694,46.6186
9300,80.7251,91.7482,85.5915,45.5301
9450,82.139,95.8977,86.3985,47.0584
9600,82.3058,94.5579,87.5842,47.8237
9750,80.8202,93.4062,86.4379,48.2828
9900,82.4728,91.318,87.7322,46.9391
10050,80.7034,91.1754,84.7686,45.3467
